SKU,Annual_Demand,Unit_Cost,Annual_Consumption_Value,ABC_Category
Product_1680,1305.689075548137,1048.46,1368962.7681491997,C
Product_0743,4251.361298457491,318.22,1352868.192395143,C
Product_1339,1186.3835078573295,1130.92,1341704.836706011,C
Product_0238,2458.9303526411154,540.38,1328756.783960206,C
Product_0186,1611.2627733675713,824.27,1328115.566203688,C
Product_0041,1213.0887203075918,1093.51,1326524.6465435547,C
Product_0590,4070.345617913174,325.57,1325182.422823992,C
Product_2018,1646.4279971255996,803.1,1322246.324491569,C
Product_0904,6505.497285881979,202.07,1314565.8365581715,C
Product_1185,6911.85470132325,190.08,1313805.3416275235,C
Product_1320,764.2600668026462,1717.79,1312838.3001529176,C
Product_2009,3000.0,435.02,1305060.0,C
Product_1896,2217.53786509855,586.94,1301561.674540943,C
Product_0223,4434.697076928437,292.11,1295419.3631415658,C
Product_0431,11074.68068750465,115.28,1276689.189655536,C
Product_0891,9685.581989919296,130.99,1268714.3848595286,C
Product_1411,4969.894445750733,254.84,1266527.9005551168,C
Product_0046,4117.952861104032,306.06,1260340.6526695,C
Product_1784,37024.858367697394,33.8,1251440.212828172,C
Product_2075,2281.376795688889,546.27,1246247.7021809695,C
Product_0254,3078.949338680752,401.62,1236567.6334009636,C
Product_0009,8481.677787049266,145.19,1231454.797901683,C
Product_1978,5228.004962289994,231.96,1212688.031052787,C
Product_0141,4495.489280663113,268.22,1205780.1348594604,C
Product_1405,1000.0,1199.44,1199440.0,C
Product_2012,7178.966860248129,167.03,1199102.834667245,C
Product_0969,2700.397721709649,442.02,1193629.800950099,C
Product_0599,5205.115143766039,228.16,1187599.0712016595,C
Product_0177,1445.5012646922326,820.01,1185325.4920602776,C
Product_1202,6665.013701188434,177.8,1185039.4360713037,C
Product_0780,1796.9697761008435,654.68,1176440.1730177002,C
Product_0158,2973.544855732824,394.07,1171784.821298634,C
Product_0547,2120.180599517011,546.51,1158699.8994420418,C
Product_1109,11028.635195231993,103.63,1142897.4652818914,C
Product_1108,2574.6212937401115,443.1,1140814.6952562435,C
Product_0608,5138.392367145858,220.06,1130754.6243141175,C
Product_1796,3828.4159969978023,294.58,1127774.7843956125,C
Product_0335,3141.841641603174,357.42,1122957.0395418066,C
Product_0908,2568.771430411956,436.83,1122116.4239468547,C
Product_1136,669.8949756144327,1656.0,1109346.0796175005,C
Product_0923,5388.007341840685,205.52,1107343.2688950975,C
Product_0924,3350.0,329.97,1105399.5,C
Product_0652,2120.652135597474,519.1,1100830.523588649,C
Product_1052,2898.047518807062,378.28,1096273.4154143352,C
Product_0468,1643.5374323274964,666.77,1095861.4537530048,C
Product_1137,2266.8668232441723,483.29,1095554.067005676,C
Product_2172,5755.424852182127,189.91,1093012.7336779078,C
Product_0899,3635.5947351548416,299.92,1090387.5729676401,C
Product_0236,1177.0656472825203,922.99,1086419.8217852935,C
Product_1891,5066.335734714061,213.5,1081662.679361452,C
Product_0377,2074.5183932859295,519.63,1077981.9927031675,C
Product_0596,1153.0752753021,929.73,1072048.6757066215,C
Product_0506,2974.1041208070096,359.43,1068982.2441416634,C
Product_1139,2597.2821271491075,411.0,1067482.9542582831,C
Product_2080,1120.2578024706984,946.24,1060032.7430098737,C
Product_2159,819.8862504997174,1283.47,1052299.4059288723,C
Product_0373,7347.326136809218,142.53,1047214.3942794178,C
Product_2052,1214.9064311532939,855.21,1039000.1289866085,C
Product_1412,2028.9706017220478,507.42,1029540.2627258016,C
Product_1642,3465.5585035140134,296.51,1027572.7518769401,C
Product_0882,893.1131333383979,1147.05,1024445.4195958093,C
Product_0117,4947.7803048996075,206.28,1020628.121294691,C
Product_0877,1138.6097755127528,895.09,1019158.2239637099,C
Product_0749,634.2689693296046,1605.64,1018407.6279143865,C
Product_1364,4847.271822549878,208.74,1011819.5202390617,C
Product_0320,1789.84690341108,564.55,1010458.069320725,C
Product_0883,1575.701342099862,640.9,1009866.9901518015,C
Product_0495,5157.82944378492,195.59,1008819.8609098925,C
Product_1311,3156.9082347283475,318.28,1004780.7529493383,C
Product_0740,2139.20009107001,463.39,991283.9302009318,C
Product_2055,2729.184287984118,362.8,990148.059680638,C
Product_1990,2944.937667424805,335.54,988144.3849277191,C
Product_2030,4517.622777382231,217.04,980504.8476030394,C
Product_0627,2598.6465603995757,376.6,978650.2946464802,C
Product_0897,4812.144862900864,202.03,972197.6266518615,C
Product_1661,2277.3017327951975,422.29,961681.748742084,C
Product_0706,1310.159989350679,731.01,957740.0538152399,C
Product_0915,8300.0,114.26,948358.0,C
Product_0056,2681.462640256168,348.28,933899.8083484181,C
Product_0049,2581.1365177322277,361.69,933571.2670985694,C
Product_0953,3738.6328859501646,248.73,929910.1577223844,C
Product_1428,6119.779900616021,151.7,928370.6109234503,C
Product_0790,2414.8466557657052,383.86,926963.0372822237,C
Product_0042,2037.4796964581622,452.87,922713.430135008,C
Product_1592,1915.2059815435748,477.9,915276.9385796743,C
Product_1640,4638.976433497031,196.94,913600.0188129053,C
Product_2108,6257.947485341406,145.83,912596.4817873373,C
Product_0614,1212.4503433381824,749.29,908476.9177598667,C
Product_0111,4039.2681061486273,224.52,906896.4751924898,C
Product_1114,2463.772609428886,366.97,904130.6344821183,C
Product_0345,1178.7007722535232,766.19,903108.744692927,C
Product_1982,3652.089791865075,247.06,902285.3039781854,C
Product_0437,5572.663394213574,160.8,896084.2737895427,C
Product_0835,9233.239294358758,96.95,895162.5495880817,C
Product_0756,2549.851598082801,350.23,893034.5251965395,C
Product_2053,4538.479656924513,196.39,891312.019823405,C
Product_0300,1755.2601475545387,501.27,879859.2541646636,C
Product_2142,1038.6753058602224,836.55,868903.8271173689,C
Product_2144,2260.455430418938,381.92,863313.1379856007,C
Product_0682,1020.3020140926601,842.57,859675.8680140526,C
Product_1659,2318.145171366947,369.33,856160.5561409545,C
Product_0389,2991.803821667711,286.15,856104.6635702155,C
Product_0184,2763.5671640278283,309.69,855849.1150277782,C
Product_1670,2214.0009676304016,384.6,851504.7721506525,C
Product_1705,1179.3800284328042,721.93,851429.8239264943,C
Product_0024,11086.991318874314,76.77,851148.323549981,C
Product_0589,3705.4709671222977,229.44,850183.25869654,C
Product_1033,2753.868840902196,307.75,847503.1357876508,C
Product_0174,7855.340928772946,106.78,838793.3043743753,C
Product_0713,2458.3754167602865,340.96,838207.6820985873,C
Product_2100,3175.0633265489664,263.14,835486.1637480949,C
Product_0198,622.8425181285593,1339.11,834054.644451135,C
Product_0353,3396.1057968932496,245.48,833676.0510213549,C
Product_1979,4575.472607707231,181.79,831775.1653550975,C
Product_0887,600.0,1385.14,831084.0000000001,C
Product_0361,3143.8045538189426,264.04,830090.1543903537,C
Product_0176,1387.8467525263613,594.43,824977.7451042449,C
Product_1605,2872.168500934725,287.09,824570.8549333502,C
Product_1192,3944.117383681057,207.91,820021.4452411286,C
Product_0582,4973.662932530272,164.48,818068.0791425791,C
Product_1719,4523.714197879782,179.87,813680.4727726363,C
Product_0725,1174.4561611044217,686.19,805900.0731882432,C
Product_1143,2795.2992935361003,287.61,803956.0298139178,C
Product_1613,1173.570576254238,677.62,795234.8938813967,C
Product_1043,7586.903280034456,104.36,791769.2263043958,C
Product_0607,4623.470366512644,170.51,788347.932194071,C
Product_0684,4119.760229397764,189.77,781806.8987328138,C
Product_0118,1879.8504959582372,414.57,779329.6201094064,C
Product_2135,1000.0,779.21,779210.0,C
Product_0745,1282.588663879578,604.06,774760.5083030978,C
Product_0715,859.9921072899298,900.43,774362.6931670714,C
Product_1035,929.7521274121259,832.43,773953.5634216759,C
Product_2123,1474.4097407589643,520.97,768123.2426431976,C
Product_2023,2490.836330687236,306.36,763092.6182693416,C
Product_2024,1405.4237871116422,541.69,761304.0112405056,C
Product_0759,2998.1971484748597,253.69,760612.6345965872,C
Product_0245,4400.534267637224,172.41,758696.1130833337,C
Product_0039,2973.796354604337,254.81,757753.0491167312,C
Product_0779,2751.3713513651956,273.72,753105.3662956815,C
Product_1726,6381.055810794083,117.51,749837.8683264127,C
Product_2136,1673.1119283811036,446.97,747830.8386285019,C
Product_1142,1550.0,480.19,744294.5,C
Product_0150,1037.8454708857612,715.91,743003.9510618253,C
Product_1529,3582.935263316879,206.41,739553.667701237,C
Product_0285,1396.806204087397,528.32,737960.6537434537,C
Product_0313,2844.306418656491,258.59,735509.196800382,C
Product_2128,5220.640678424202,140.46,733291.1896914634,C
Product_1055,1122.8844687667072,652.91,733142.4985024708,C
Product_0235,2615.678761023924,277.88,726844.814113328,C
Product_0380,4327.835037454281,166.56,720844.203838385,C
Product_0321,2786.3050188866882,258.7,720817.1083859862,C
Product_2020,2659.946705049925,270.43,719329.3874466512,C
Product_0978,4950.0,144.57,715621.5,C
Product_0768,3206.387584435814,223.18,715601.581094385,C
Product_1037,2500.0,279.27,698175.0,C
Product_0132,581.7473354659562,1199.53,697823.3813114784,C
Product_0921,6454.132405650465,106.88,689817.6715159217,C
Product_0549,4000.0,172.43,689720.0,C
Product_1721,1252.2012177097267,544.62,681973.8271890713,C
Product_0662,2421.0117458773425,280.14,678222.2304900787,C
Product_1797,2039.6209349864612,332.37,677908.8101614501,C
Product_0488,1249.004257022196,534.48,667567.7952932233,C
Product_0796,1433.7617063846508,463.88,665093.3803577118,C
Product_1324,700.0,946.36,662452.0,C
Product_2037,2771.1709911362377,238.93,662115.8849121813,C
Product_0451,1285.0,514.14,660669.9,C
Product_0412,4209.7640454519205,154.93,652218.7435618661,C
Product_2070,2471.464370552897,263.69,651700.4398710934,C
Product_2112,2637.399020764263,245.32,647006.727773889,C
Product_1910,847.5330968863424,762.62,646345.6903474624,C
Product_0663,2343.0757757930505,275.56,645657.960777533,C
Product_0278,2195.802602162958,293.85,645236.5946455853,C
Product_1498,2581.1534888897804,249.43,643817.1147337779,C
Product_1559,1500.8796867330775,427.91,642241.4267499512,C
Product_1131,5300.796800565203,120.84,640548.2853802991,C
Product_0910,1250.0,510.82,638525.0,C
Product_1053,1148.9165238961282,554.07,636580.1783951278,C
Product_0642,986.1117924053533,643.55,634612.244002465,C
Product_1046,1513.6102971616915,419.04,634263.2589226352,C
Product_0653,1160.000543541007,546.15,633534.2968549209,C
Product_0139,3694.7228466709453,171.33,633016.865320133,C
Product_0142,2838.5344561255006,222.84,632539.0182030066,C
Product_1716,1034.0253963423609,608.56,629266.4951981071,C
Product_1028,1759.5513063491687,356.35,627016.1080175263,C
Product_0902,1020.9020829844942,610.09,622842.1518080101,C
Product_0584,1052.431285782661,588.43,619282.1414930911,C
Product_1845,2500.0,247.44,618600.0,C
Product_0030,2938.1780800727965,210.3,617898.8502393091,C
Product_1798,1389.9977622524798,442.09,614504.1107141988,C
Product_0277,5371.7575489804085,114.19,613400.9945180728,C
Product_0510,1218.0,498.6,607294.8,C
Product_2133,1229.8445583169519,484.86,596302.4325455573,C
Product_0286,3612.7470376298184,164.42,594007.8679270947,C
Product_0192,6868.913172672167,86.26,592512.4502747011,C
Product_0314,499.74370819294774,1179.88,589637.6064226952,C
Product_1012,7787.614243551044,74.95,583681.6875541507,C
Product_0517,2862.7500892456414,201.6,577130.4179919213,C
Product_0884,1908.0,302.16,576521.28,C
Product_0601,665.9732180411622,862.32,574282.0253812551,C
Product_1206,2800.0,204.89,573692.0,C
Product_0791,2890.9664188477836,196.77,568855.4622366785,C
Product_0199,3966.8487294574547,143.39,568806.4393169044,C
Product_0822,276.1019299096742,2058.78,568433.131259439,C
Product_0336,431.60732697891945,1311.71,566143.6468715185,C
Product_0755,3913.368127366004,144.27,564581.6197350934,C
Product_0503,1094.431027149378,514.47,563051.9305375406,C
Product_0727,9970.522145657862,56.12,559545.7028143192,C
Product_2054,1202.4241467396896,465.22,559391.7615462384,C
Product_2169,1888.468088556498,295.89,558778.8227229821,C
Product_0769,1343.9944839779064,413.44,555661.0794558256,C
Product_0555,3575.514996706647,155.3,555277.4789885423,C
Product_1059,1077.1211177142873,515.27,555008.1983246407,C
Product_0770,1450.4679497328634,381.12,552802.3450021889,C
Product_0240,899.8988032749489,610.7,549568.1991600114,C
Product_0301,4095.2792761842206,134.02,548849.3285942093,C
Product_0338,1048.1723457412918,521.61,546737.1772621152,C
Product_0218,1641.939419942881,332.41,545797.0825832131,C
Product_0720,1128.987898931531,482.44,544668.9219605278,C
Product_0448,825.5773009859313,658.26,543444.5141469991,C
Product_0631,1412.931074826946,380.39,537464.851553422,C
Product_0911,1950.0,272.3,530985.0,C
Product_0166,305.853402797214,1732.47,529881.8447440894,C
Product_0370,2363.7754401339816,224.11,529745.7138884267,C
Product_0283,1316.6316870904907,398.73,524980.5525935914,C
Product_0572,2032.3813042702368,257.88,524110.49074520863,C
Product_0487,915.2657542115866,565.87,517921.4323357105,C
Product_1041,2383.6265163484586,214.33,510882.67124896514,C
Product_1594,2251.7474733344934,226.32,509615.48816506256,C
Product_2106,656.7591453149917,773.19,507799.60356609843,C
Product_0337,1369.8324662256937,370.37,507344.8505160102,C
Product_1338,955.3516423355616,529.27,505638.96373894264,C
Product_1725,1823.338791338963,276.18,503569.7073919948,C
Product_0660,2028.9159574229197,245.9,498910.433930296,C
Product_0239,2653.5952453596196,187.96,498769.76231779414,C
Product_2086,935.0717846295363,528.41,494101.28171609325,C
Product_0423,2531.298192235572,194.88,493299.3917028683,C
Product_1042,2581.7136899275256,190.15,490912.858139719,C
Product_2039,704.6634708134812,695.45,490058.21077723557,C
Product_2141,331.0,1479.14,489595.34,C
Product_0203,2084.5278866301023,234.05,487883.7518657755,C
Product_0670,2020.1846452931916,240.87,486601.87551177107,C
Product_0255,1450.9521236100652,334.85,485851.3185908304,C
Product_1025,3153.666692772127,149.85,472576.95391190326,C
Product_1599,5265.412821156563,89.33,470359.32731391577,C
Product_1277,2629.5141597804277,178.1,468316.47185689415,C
Product_0092,7002.324261757166,66.84,468035.353655849,C
Product_0926,1850.0,252.21,466588.5,C
Product_1558,1300.0,357.63,464919.0,C
Product_1597,2445.870316742249,189.46,463394.59020998655,C
Product_0816,557.4763803716621,827.88,461523.5457820916,C
Product_0462,498.9230444179093,911.52,454778.33344781265,C
Product_1060,691.3096085488203,657.75,454708.8950229865,C
Product_0443,1649.3227826266996,274.81,453250.3938936433,C
Product_2088,5005.859404051055,90.15,451278.22527520265,C
Product_2093,1071.147846996737,418.45,448221.8165757845,C
Product_0189,1593.6491636985058,280.53,447066.3998923418,C
Product_0774,904.6454448908381,492.42,445465.50997314655,C
Product_0570,2623.26161933163,168.92,443121.3527374989,C
Product_2116,469.90880929679713,941.96,442635.30200521107,C
Product_1872,221.69777878896807,1989.24,441010.08947816683,C
Product_0672,1741.7551261315143,252.82,440350.53098856943,C
Product_1958,1372.7489055529277,320.56,440048.3891640465,C
Product_0121,997.8883710427655,440.55,439619.72186289035,C
Product_0692,281.32432444213634,1557.08,438044.47910236166,C
Product_0757,1888.997496618812,229.92,434318.3044225972,C
Product_0295,618.0391033303232,701.74,433702.760371021,C
Product_0302,1131.9933094276983,382.64,433145.91991941445,C
Product_0513,1180.6329258232195,366.34,432513.06604607817,C
Product_0566,1736.7252260239798,248.65,431836.7274508626,C
Product_1329,1741.9795335253252,246.79,429903.129078715,C
Product_0242,2750.3234195840496,155.59,427922.8208530823,C
Product_0734,716.2969173698153,594.57,425888.6581605711,C
Product_0545,691.7459786297213,615.33,425652.05303022644,C
Product_0726,838.465823485014,504.72,423190.47042935627,C
Product_0196,3199.7641283217804,131.99,422336.8672971918,C
Product_0925,1450.0,285.33,413728.5,C
Product_0175,2105.043414230886,195.85,412272.752677119,C
Product_0766,270.97112413825477,1509.83,409120.33235766116,C
Product_0310,529.1617024695854,772.46,408756.248689656,C
Product_0182,3041.952012491145,134.15,408077.8624756871,C
Product_0155,1281.9055262486688,317.78,407363.93813130195,C
Product_1583,2653.9450349286067,153.13,406398.6031986175,C
Product_0348,3699.641673543267,109.26,404222.8492513374,C
Product_0839,2973.4668020730774,135.79,403767.0570535032,C
Product_0512,2769.1104028836094,144.38,399804.15996833553,C
Product_2072,7262.24421978231,54.34,394630.35090297076,C
Product_1093,1017.3727758102193,385.19,391881.8195143384,C
Product_0445,1478.667673392041,263.61,389791.5853828759,C
Product_0919,1068.434667664033,364.6,389551.2798303065,C
Product_0459,778.2436995051412,497.66,387300.7594957286,C
Product_2115,1109.3811843145527,348.49,386608.24892177846,C
Product_1325,2091.117654034471,184.22,385225.6942262302,C
Product_1115,1493.3189536963341,257.22,384111.5012697711,C
Product_0895,708.9500525439814,541.09,383605.7839310229,C
Product_0471,1100.229615021322,347.9,382769.8830659179,C
Product_1050,1997.2002271154597,191.28,382024.45944264514,C
Product_2056,959.9292583393752,396.32,380439.1636650612,C
Product_1326,996.64225819575,381.57,380288.7864597523,C
Product_2137,2314.7586415467554,163.18,377722.3151275996,C
Product_0153,509.09304159571474,739.4,376423.39495587145,C
Product_0896,1093.9535183109026,342.73,374930.68933069566,C
Product_0738,936.0617967408339,399.36,373825.6391464194,C
Product_0714,656.8809075592125,568.56,373476.2088018658,C
Product_1717,496.40199298896744,750.52,372559.6237780798,C
Product_1085,944.0,393.69,371643.36,C
Product_0489,1479.3050195002647,249.8,369530.39387116616,C
Product_2143,1043.6780659725955,353.16,368585.34577888186,C
Product_1678,1175.1914476969214,313.3,368187.4805634455,C
Product_2084,531.6283201637311,683.21,363213.7846190628,C
Product_1996,4112.132377565366,87.0,357755.51684818685,C
Product_1938,791.1387384294583,451.15,356922.2418424501,C
Product_1051,2006.7199185450274,177.46,356112.5167450006,C
Product_0846,1735.2224964820914,205.11,355911.4862534418,C
Product_0821,1225.7979050518416,288.85,354071.72487422446,C
Product_2121,865.0498437232042,407.38,352404.0053359589,C
Product_0787,636.3038192998855,552.89,351806.0186527137,C
Product_1706,194.3539122131142,1809.47,351677.57353226375,C
Product_0103,1596.3276365258657,219.6,350553.5489810801,C
Product_0322,839.4077698833213,415.88,349092.9033390757,C
Product_0205,1659.571025986795,210.03,348559.7025880065,C
Product_1177,738.4132330522799,470.29,347268.35937215673,C
Product_0600,2540.95544977316,134.83,342597.0232929152,C
Product_1038,1600.0,213.27,341232.0,C
Product_1335,1227.7766323921874,277.2,340339.6824991143,C
Product_0719,1187.7769897875728,286.53,340333.7408838332,C
Product_0272,1843.0492789199243,181.16,333886.80736913346,C
Product_1040,1954.2033810632706,169.57,331374.2673268988,C
Product_2139,314.00843966021495,1055.22,331347.98569825204,C
Product_2087,2007.733872422777,164.95,331175.70225613704,C
Product_0332,430.769126922673,768.77,331162.3817043433,C
Product_0744,831.9735946835125,397.34,330576.3881115468,C
Product_0394,759.13767793019,434.02,329480.93497526104,C
Product_0293,1925.0656446045803,171.14,329455.73441762786,C
Product_2107,4834.66221611309,68.0,328757.03069569013,C
Product_1815,844.7467373773869,387.46,327305.5708642423,C
Product_0781,1251.6686968888293,261.16,326885.7968794867,C
Product_1125,575.2797269618345,566.95,326154.8412010121,C
Product_2113,1936.1732814896416,168.29,325838.60154189175,C
Product_2095,2540.382760827835,128.09,325397.6278344374,C
Product_2118,488.2897215611204,662.35,323418.69707600813,C
Product_1590,965.9838551127635,333.42,322078.33697169763,C
Product_0645,845.4101844090438,380.47,321653.21286210895,C
Product_0681,2559.721597367365,125.28,320681.9217181835,C
Product_0893,1205.8077740505585,264.58,319032.62085829675,C
Product_1205,1700.0,186.7,317390.0,C
Product_0619,3368.8738150619324,93.33,314416.99315973016,C
Product_0168,1602.3582386534808,195.3,312940.5640090248,C
Product_0567,354.7257675937241,882.12,312910.6941097759,C
Product_0741,908.644330709233,342.05,310801.7933190932,C
Product_0903,900.0,345.27,310743.0,C
Product_0707,1076.2327072751732,287.9,309847.39642452233,C
Product_0569,1474.6262233275927,209.12,308373.8358222662,C
Product_2038,289.25251039128756,1052.54,304449.8372872458,C
Product_0318,1373.9576489892618,221.21,303933.1715329146,C
Product_1611,2542.0821085528632,119.28,303219.5539081855,C
Product_1126,2197.219532661582,137.54,302205.57452227396,C
Product_0280,1823.1734096039274,164.55,300003.18455032626,C
Product_0162,502.35885959626034,595.7,299255.1726614923,C
Product_0844,1851.1297258466252,161.42,298809.3603461622,C
Product_0116,1029.9417435700727,289.26,297920.9487450792,C
Product_1090,1180.7697868535756,250.74,296066.2163556656,C
Product_1175,563.6339470870688,520.77,293523.65062453283,C
Product_0873,588.7293023923696,496.58,292351.1969820029,C
Product_1077,2043.1031052133505,142.74,291632.5372381537,C
Product_0364,587.9831620273426,495.28,291216.3004889022,C
Product_1834,308.24726903493143,938.67,289342.4640250191,C
Product_1328,850.0,338.58,287793.0,C
Product_0104,805.441836297885,352.95,284280.69612133846,C
Product_0325,860.6600654666057,328.49,282718.22490512533,C
Product_1141,600.0,470.41,282246.0,C
Product_0735,444.1203864014521,630.15,279862.46149087505,C
Product_0671,613.5626909275707,454.35,278772.20862294175,C
Product_2066,774.0,359.28,278082.72,C
Product_0516,1684.2649434637333,164.32,276758.4155099606,C
Product_0610,225.0,1228.95,276513.75,C
Product_0773,1549.116099288925,178.33,276253.873986194,C
Product_1671,835.7347863671027,329.12,275057.0328891409,C
Product_1176,477.1699352017296,574.04,273914.6296032008,C
Product_0292,567.8466676854292,481.32,273315.9580903508,C
Product_0881,457.76710821572465,596.82,273204.56552530883,C
Product_0161,209.0085476058121,1300.24,271761.2739389811,C
Product_2154,1402.5881386711194,193.72,271709.37422336923,C
Product_1656,926.8025356698962,292.66,271238.0300891519,C
Product_0658,1919.6254699825924,140.66,270014.51860775147,C
Product_1120,583.6823351526309,462.33,269853.85401111585,C
Product_0534,1172.324558233692,229.48,269025.0396234676,C
Product_0476,2051.420152603669,130.9,268530.8979758203,C
Product_0687,863.3925574180548,310.3,267910.71056682244,C
Product_0197,1111.5280026104624,240.01,266777.8359065371,C
Product_0632,775.0492815892209,343.78,266446.4420247423,C
Product_0827,491.1819824959987,540.29,265380.7133227631,C
Product_1332,696.6518640132504,380.42,265020.3021079207,C
Product_2065,583.9874880369517,453.15,264633.9302039447,C
Product_0341,786.4661985246868,335.58,263922.32690091437,C
Product_0711,390.47626376779596,669.45,261404.33477935102,C
Product_1183,3163.583705168889,82.18,259983.30889077933,C
Product_0709,788.6155295239575,327.99,258658.00752856286,C
Product_2166,3007.631775693078,85.98,258596.18007409087,C
Product_0274,1457.9852291117008,175.94,256517.92120991263,C
Product_0876,1220.7670102331958,210.05,256422.1104994828,C
Product_1914,439.228105625498,583.05,256091.9469849466,C
Product_0686,1224.9504115573648,207.02,253589.23420060566,C
Product_1322,900.0,280.93,252837.0,C
Product_0586,2217.340541060471,113.61,251912.0588698801,C
Product_0615,397.4006190775356,630.04,250378.28604361054,C
Product_1094,613.4143929291796,408.14,250358.95033011536,C
Product_0261,632.8706857804373,390.77,247306.87788242145,C
Product_0315,915.6761320889694,269.7,246957.85282439506,C
Product_1954,637.675992291263,382.47,243891.9367716394,C
Product_2101,1117.6332852193327,216.2,241632.31626441973,C
Product_1575,467.5535347726333,514.57,240589.02238795394,C
Product_0639,984.9163067761604,244.06,240378.6738317897,C
Product_1957,1470.0824518098598,163.21,239932.15695988722,C
Product_0504,274.1901562206843,874.62,239812.1944337349,C
Product_1123,417.63240637201636,562.78,235035.16565804335,C
Product_1049,1049.828216312985,223.47,234605.11149946274,C
Product_0210,2298.9751430179754,100.8,231736.69441621192,C
Product_1069,613.3057617164534,377.1,231277.6027432746,C
Product_0819,330.27733048955923,698.95,230847.34014567744,C
Product_0529,344.7334291078553,668.05,230299.1673155027,C
Product_1333,2179.070631458328,105.38,229630.4631430786,C
Product_0747,346.6316567123863,661.89,229432.02726136136,C
Product_0281,848.2450410724579,269.91,228949.8190358671,C
Product_0289,1291.596988558426,176.38,227811.87684193515,C
Product_1321,902.8787834989719,251.49,227064.98526215644,C
Product_0430,825.0200657954142,274.13,226162.7506364969,C
Product_0967,322.4165801636505,699.99,225688.38194875373,C
Product_2129,556.9365787780621,400.69,223158.9177505817,C
Product_1323,1046.154500424786,210.87,220602.5995045746,C
Product_0298,493.93443760225716,443.93,219272.31488477002,C
Product_0710,431.96271018780465,500.19,216063.428008838,C
Product_0888,1350.0,159.4,215190.0,C
Product_0464,1451.36231022688,147.32,213814.69554262396,C
Product_0119,717.2001811004488,297.92,213668.27795344574,C
Product_1836,307.19405817877384,691.5,212424.69123062212,C
Product_0918,439.79044919055383,465.37,204665.28133980805,C
Product_1057,863.7686531618804,236.47,204255.37341318984,C
Product_0303,893.526445994934,226.3,202205.03472865355,C
Product_0485,431.6998867494409,467.91,201996.6940089309,C
Product_0234,380.60910154615095,530.6,201951.1892803877,C
Product_0786,859.5748123825728,233.99,201131.9103493982,C
Product_1340,1305.1114403322567,152.82,199447.13031157546,C
Product_0159,239.10997098083715,829.96,198451.71151525562,C
Product_1908,474.5160518003447,416.34,197560.0130065555,C
Product_1337,702.325294699081,281.19,197486.8496164346,C
Product_0491,358.11615280452713,550.59,197175.1725726446,C
Product_0955,362.41306024395874,543.99,197149.0806421111,C
Product_1816,298.14711071835524,660.47,196917.2222161521,C
Product_0771,812.9554214007792,241.85,196613.26866577845,C
Product_0823,204.77063013667765,951.66,194872.01787587066,C
Product_0843,1042.7763019020622,186.46,194436.06925265852,C
Product_0810,325.0,594.8,193309.99999999997,C
Product_0761,855.7617223851047,225.87,193290.9002351236,C
Product_0840,907.0,212.6,192828.19999999998,C
Product_0496,277.747107509935,692.59,192364.8691903059,C
Product_1777,742.7480247656898,253.78,188494.59372503677,C
Product_0172,651.359234627955,288.76,188086.49259116827,C
Product_0114,311.672115407089,600.1,187034.43645579412,C
Product_0533,813.9450805186358,229.47,186775.97762661136,C
Product_0544,216.78154635515108,857.54,185898.84726139624,C
Product_0848,553.0586183469917,332.75,184030.2552549615,C
Product_2069,690.0,266.46,183857.4,C
Product_0481,623.6017270941079,294.07,183382.5598865643,C
Product_2124,506.20988201003877,360.19,182331.73740119586,C
Product_1331,800.0,227.1,181680.0,C
Product_0222,2092.249015508243,86.81,181628.13703627055,C
Product_0818,409.04228572152675,443.68,181483.881328927,C
Product_0169,353.1721211090807,507.91,179379.6520325132,C
Product_0124,369.42204692583215,484.95,179151.2216566823,C
Product_1317,702.4743488312397,253.25,177901.62884151144,C
Product_1926,173.19158454632094,1022.47,177083.19945107677,C
Product_1674,319.1897722290251,554.77,177076.90993949625,C
Product_0133,361.81242690265327,486.98,176195.4156530541,C
Product_0970,390.60718543349174,449.8,175695.1120079846,C
Product_1182,457.76664009243007,382.46,175077.4291697508,C
Product_0602,447.44711656569774,390.61,174777.3182017272,C
Product_2078,932.7119133449098,187.0,174417.12779549815,C
Product_0317,1823.3194410179385,95.49,174108.77342280294,C
Product_0452,334.4838252370621,519.66,173817.86462269168,C
Product_0369,295.3117320260559,586.13,173091.06549243213,C
Product_1684,121.14463876342342,1421.29,172181.66362806608,C
Product_0737,300.32140482471624,572.72,172000.0749712115,C
Product_1138,1781.1669358958984,96.17,171294.82422510855,C
Product_2104,465.80056067826644,367.18,171032.64986984586,C
Product_0058,263.995326064078,645.63,170443.30236675066,C
Product_0493,253.48947086815986,672.23,170403.2270017031,C
Product_0622,546.5311079147393,311.29,170129.6685827792,C
Product_0523,306.0,554.65,169722.9,C
Product_0785,634.9327505700232,265.41,168517.5013287899,C
Product_0699,300.0,558.86,167658.0,C
Product_0299,463.2449340787058,361.24,167342.5999865917,C
Product_0316,1759.379904632056,94.85,166877.1839543505,C
Product_1764,384.8942273677722,433.51,166855.49650620294,C
Product_0505,1379.5179401120236,119.66,165073.11671380475,C
Product_1336,800.0,204.34,163472.0,C
Product_1595,703.3712928033921,231.31,162696.81373835262,C
Product_2077,569.7683949034631,285.25,162526.43464621285,C
Product_0216,308.0,526.79,162251.31999999998,C
Product_0793,505.56678111265853,319.98,161771.25862042847,C
Product_0247,635.8082998697483,253.41,161120.18126999293,C
