Supplier_ID,SKU,Lead_Time_Days,Supplier_Reliability,MOQ
SUP_1315,Product_0298,2,48.76,101
SUP_1316,Product_0283,12,69.48,480
SUP_1317,Product_1318,9,73.74,747
SUP_1318,Product_2091,8,76.75,258
SUP_1319,Product_0345,4,70.96,235
SUP_1320,Product_0546,4,68.85,112
SUP_1321,Product_1896,5,69.74,169
SUP_1322,Product_0695,3,57.68,226
SUP_1323,Product_1319,13,49.54,611
SUP_1324,Product_0842,10,55.86,97
SUP_1325,Product_0670,9,69.7,1057
SUP_1326,Product_2142,12,79.83,248
SUP_1327,Product_0247,8,76.02,335
SUP_1328,Product_0972,13,44.47,1169
SUP_1329,Product_1059,9,60.75,217
SUP_1330,Product_0197,13,55.56,71
SUP_1331,Product_1321,12,57.99,551
SUP_1332,Product_0103,11,46.43,418
SUP_1333,Product_0189,14,56.27,279
SUP_1334,Product_1661,4,85.33,338
SUP_1335,Product_0596,6,24.27,524
SUP_1336,Product_0236,13,57.59,131
SUP_1337,Product_0353,9,63.31,694
SUP_1338,Product_1337,6,61.6,250
SUP_1339,Product_2086,3,45.01,167
SUP_1340,Product_1057,12,30.9,2414
SUP_1341,Product_0927,7,19.14,550
SUP_1342,Product_0132,12,64.82,190
SUP_1343,Product_0293,7,66.59,302
SUP_1344,Product_0261,5,51.17,377
SUP_1345,Product_0709,2,66.07,280
SUP_1346,Product_0104,6,49.78,785
SUP_1347,Product_2097,2,51.04,191
SUP_1348,Product_1912,4,41.52,87
SUP_1349,Product_0524,3,99.0,332
SUP_1350,Product_0513,5,25.34,3212
SUP_1351,Product_0608,8,25.92,264
SUP_1352,Product_0180,6,46.01,457
SUP_1353,Product_1747,3,97.83,384
SUP_1354,Product_0756,3,52.0,140
SUP_1355,Product_0240,8,47.96,239
SUP_1356,Product_0361,2,79.61,661
SUP_1357,Product_0692,9,21.0,286
SUP_1358,Product_1913,7,70.67,371
SUP_1359,Product_1779,4,69.04,1018
SUP_1360,Product_2037,4,76.32,2426
SUP_1361,Product_2054,4,75.23,589
SUP_1362,Product_0761,4,80.81,49
SUP_1363,Product_0613,14,16.78,557
SUP_1364,Product_0719,11,68.5,1803
SUP_1365,Product_0769,10,51.54,318
SUP_1366,Product_0900,9,67.81,68
SUP_1367,Product_2080,14,69.4,181
SUP_1368,Product_1025,4,28.86,322
SUP_1369,Product_2049,2,93.53,175
SUP_1370,Product_1060,10,82.77,899
SUP_1371,Product_0741,14,45.88,676
SUP_1372,Product_0234,12,52.06,199
SUP_1373,Product_1676,8,92.54,461
SUP_1374,Product_1914,6,61.73,368
SUP_1375,Product_0291,14,36.8,1078
SUP_1376,Product_2143,14,42.81,840
SUP_1377,Product_0758,9,64.43,223
SUP_1378,Product_0318,2,58.15,103
SUP_1379,Product_0569,4,96.64,194
SUP_1380,Product_1957,11,78.51,1248
SUP_1381,Product_0289,11,55.27,146
SUP_1382,Product_1656,12,99.0,308
SUP_1383,Product_0970,3,39.95,1750
SUP_1384,Product_0742,5,68.97,1362
SUP_1385,Product_2106,8,21.41,449
SUP_1386,Product_0281,13,71.55,888
SUP_1387,Product_1076,4,54.49,311
SUP_1388,Product_0459,14,49.04,250
SUP_1389,Product_0166,10,46.41,564
SUP_1390,Product_1136,5,48.13,453
SUP_1391,Product_0157,4,67.37,125
SUP_1392,Product_2084,13,58.85,53
SUP_1393,Product_0620,3,78.27,93
SUP_1394,Product_0299,3,78.79,711
SUP_1395,Product_2078,10,30.54,585
SUP_1396,Product_0779,4,43.51,381
SUP_1397,Product_0452,2,50.86,144
SUP_1398,Product_2056,10,60.37,95
SUP_1399,Product_1822,9,62.47,256
SUP_1400,Product_0048,13,40.1,486
SUP_1401,Product_1727,4,28.91,23
SUP_1402,Product_2066,6,68.11,229
SUP_1403,Product_1910,4,81.74,59
SUP_1404,Product_1659,2,51.62,282
SUP_1405,Product_1177,10,73.42,326
SUP_1406,Product_1122,7,89.12,242
SUP_1407,Product_0720,7,42.7,345
SUP_1408,Product_0672,2,77.32,93
SUP_1409,Product_1721,4,2.0,133
SUP_1410,Product_0198,13,16.97,796
SUP_1411,Product_1053,14,35.24,1066
SUP_1412,Product_1907,7,83.66,124
SUP_1413,Product_0533,14,42.74,75
SUP_1414,Product_0713,6,61.58,91
SUP_1415,Product_0451,10,66.49,855
SUP_1416,Product_0874,8,62.26,983
SUP_1417,Product_1723,8,59.12,440
SUP_1418,Product_0601,13,26.82,397
SUP_1419,Product_0627,3,33.43,118
SUP_1420,Product_2145,14,34.13,624
SUP_1421,Product_0917,5,73.51,49
SUP_1422,Product_0516,6,39.79,491
SUP_1423,Product_2073,5,49.94,949
SUP_1424,Product_0153,5,52.3,185
SUP_1425,Product_0337,4,86.88,574
SUP_1426,Product_0796,8,41.84,403
SUP_1427,Product_0732,3,73.58,294
SUP_1428,Product_2122,6,47.07,225
SUP_1429,Product_0622,4,47.64,129
SUP_1430,Product_2069,2,41.69,228
SUP_1431,Product_0443,3,68.45,145
SUP_1432,Product_0471,5,52.44,286
SUP_1433,Product_0315,12,59.75,210
SUP_1434,Product_2105,4,45.22,265
SUP_1435,Product_0790,2,82.7,770
SUP_1436,Product_0745,4,84.93,185
SUP_1437,Product_0691,2,75.96,254
SUP_1438,Product_2079,11,93.19,235
SUP_1439,Product_0701,9,44.53,440
SUP_1440,Product_0913,9,50.07,443
SUP_1441,Product_2102,2,58.24,575
SUP_1442,Product_0587,4,40.28,90
SUP_1443,Product_2126,5,78.73,315
SUP_1444,Product_0733,6,46.23,121
SUP_1445,Product_0523,2,99.0,391
SUP_1446,Product_1925,10,76.81,31
SUP_1447,Product_0369,14,43.6,539
SUP_1448,Product_2162,5,81.64,308
SUP_1449,Product_0303,8,55.89,765
SUP_1450,Product_0279,8,62.63,305
SUP_1451,Product_0702,10,66.51,396
SUP_1452,Product_0785,8,62.74,340
SUP_1453,Product_0322,11,71.44,530
SUP_1454,Product_2116,2,61.15,102
SUP_1455,Product_1056,8,30.4,46
SUP_1456,Product_0114,3,76.73,181
SUP_1457,Product_0780,2,85.34,496
SUP_1458,Product_0786,12,54.04,272
SUP_1459,Product_0840,10,93.58,285
SUP_1460,Product_0292,12,82.9,185
SUP_1461,Product_0282,13,50.09,160
SUP_1462,Product_0878,3,63.61,269
SUP_1463,Product_0728,6,94.8,82
SUP_1464,Product_0771,14,84.8,101
SUP_1465,Product_0341,13,46.22,118
SUP_1466,Product_0847,2,36.53,335
SUP_1467,Product_0746,6,85.86,632
SUP_1468,Product_0760,14,80.43,120
SUP_1469,Product_1717,14,84.56,190
SUP_1470,Product_1124,9,59.73,408
SUP_1471,Product_1911,14,99.0,96
SUP_1472,Product_0448,6,86.03,532
SUP_1473,Product_0667,6,83.24,514
SUP_1474,Product_0710,11,80.71,147
SUP_1475,Product_0454,4,10.63,219
SUP_1476,Product_0585,7,53.65,403
SUP_1477,Product_2115,11,79.43,375
SUP_1478,Product_0503,13,91.96,453
SUP_1479,Product_0487,2,92.63,286
SUP_1480,Product_2155,3,78.83,194
SUP_1481,Product_0730,2,92.2,1588
SUP_1482,Product_1121,4,73.34,168
SUP_1483,Product_0394,3,87.46,339
SUP_1484,Product_0734,4,33.84,66
SUP_1485,Product_0821,7,44.95,277
SUP_1486,Product_0895,10,67.67,357
SUP_1487,Product_0485,13,58.14,784
SUP_1488,Product_0151,6,43.8,620
SUP_1489,Product_2163,14,99.0,394
SUP_1490,Product_1680,13,70.45,657
SUP_1491,Product_0642,11,74.84,59
SUP_1492,Product_1120,14,40.35,152
SUP_1493,Product_0505,11,48.29,93
SUP_1494,Product_0545,11,46.14,30
SUP_1495,Product_1123,7,67.43,157
SUP_1496,Product_0532,11,70.02,400
SUP_1497,Product_0951,14,21.13,385
SUP_1498,Product_2134,2,63.78,184
SUP_1499,Product_2141,6,99.0,363
SUP_1500,Product_0794,14,76.04,133
SUP_1501,Product_1776,11,41.51,1062
SUP_1502,Product_0119,9,71.94,750
SUP_1503,Product_0567,5,48.93,77
SUP_1504,Product_1678,9,64.3,104
SUP_1505,Product_1093,5,52.0,600
SUP_1506,Product_0787,11,63.07,154
SUP_1507,Product_1062,8,95.25,736
SUP_1508,Product_0772,9,70.15,413
SUP_1509,Product_1778,13,69.27,471
SUP_1510,Product_2160,12,32.34,24
SUP_1511,Product_0868,8,39.66,341
SUP_1512,Product_2057,12,62.21,433
SUP_1513,Product_0314,9,76.5,76
SUP_1514,Product_1777,9,99.0,88
SUP_1515,Product_0134,3,76.37,210
SUP_1516,Product_1671,9,47.01,78
SUP_1517,Product_0744,3,57.95,429
SUP_1518,Product_0848,14,90.24,259
SUP_1519,Product_0614,8,65.45,301
SUP_1520,Product_0173,13,34.31,854
SUP_1521,Product_0481,11,72.77,108
SUP_1522,Product_0571,3,72.11,365
SUP_1523,Product_0216,9,31.07,120
SUP_1524,Product_0581,10,49.93,115
SUP_1525,Product_0918,8,99.0,1050
SUP_1526,Product_0671,2,79.11,253
SUP_1527,Product_0602,14,79.5,126
SUP_1528,Product_0484,12,61.62,555
SUP_1529,Product_2103,5,85.37,38
SUP_1530,Product_1892,11,60.61,483
SUP_1531,Product_2059,14,45.12,469
SUP_1532,Product_0699,14,46.75,343
SUP_1533,Product_1072,9,68.75,583
SUP_1534,Product_2077,10,67.78,340
SUP_1535,Product_1176,9,37.79,177
SUP_1536,Product_0967,4,21.29,46
SUP_1537,Product_0784,14,18.9,229
SUP_1538,Product_0912,10,88.03,266
SUP_1539,Product_0310,14,77.57,102
SUP_1540,Product_0338,10,69.05,114
SUP_1541,Product_0639,2,62.47,296
SUP_1542,Product_0714,9,77.78,469
SUP_1543,Product_0295,3,43.0,360
SUP_1544,Product_2131,4,67.81,412
SUP_1545,Product_0966,4,80.09,182
SUP_1546,Product_0815,13,82.06,288
SUP_1547,Product_0343,11,54.69,136
SUP_1548,Product_1658,9,28.56,611
SUP_1549,Product_0137,9,77.35,170
SUP_1550,Product_1097,12,2.0,191
SUP_1551,Product_0496,2,50.35,262
SUP_1552,Product_0325,13,66.95,208
SUP_1553,Product_1700,3,87.07,285
SUP_1554,Product_0781,10,27.43,538
SUP_1555,Product_0717,5,58.73,707
SUP_1556,Product_0462,11,65.76,204
SUP_1557,Product_1916,10,76.58,177
SUP_1558,Product_2065,12,48.78,155
SUP_1559,Product_0748,12,45.3,558
SUP_1560,Product_0776,12,91.48,945
SUP_1561,Product_1058,13,33.87,339
SUP_1562,Product_0615,3,76.97,117
SUP_1563,Product_2068,7,80.83,513
SUP_1564,Product_0594,13,72.24,281
SUP_1565,Product_0696,5,77.58,499
SUP_1566,Product_2130,7,86.98,185
SUP_1567,Product_2124,4,59.96,602
SUP_1568,Product_0715,14,70.16,71
SUP_1569,Product_0169,7,63.5,383
SUP_1570,Product_0124,5,93.44,697
SUP_1571,Product_0716,9,69.83,487
SUP_1572,Product_1897,4,62.08,38
SUP_1573,Product_0133,4,74.94,342
SUP_1574,Product_2092,11,70.88,87
SUP_1575,Product_2146,14,32.51,12
SUP_1576,Product_0718,6,74.02,78
SUP_1577,Product_0816,9,68.26,421
SUP_1578,Product_2085,9,40.02,288
SUP_1579,Product_0698,8,30.12,79
SUP_1580,Product_0152,11,88.79,72
SUP_1581,Product_1024,5,79.52,213
SUP_1582,Product_0575,9,40.14,423
SUP_1583,Product_0405,3,28.84,334
SUP_1584,Product_0697,12,68.15,540
SUP_1585,Product_1020,3,70.83,240
SUP_1586,Product_0822,9,85.38,471
SUP_1587,Product_0323,4,71.32,361
SUP_1588,Product_0342,11,71.02,220
SUP_1589,Product_1175,3,71.41,473
SUP_1590,Product_0738,14,76.66,401
SUP_1591,Product_0538,3,49.17,37
SUP_1592,Product_1954,10,55.07,911
SUP_1593,Product_0783,12,53.2,102
SUP_1594,Product_0351,11,34.25,132
SUP_1595,Product_0508,7,63.87,209
SUP_1596,Product_0159,2,60.39,162
SUP_1597,Product_2061,10,69.21,85
SUP_1598,Product_0290,9,68.8,263
SUP_1599,Product_1815,13,45.37,116
SUP_1600,Product_2104,9,99.0,185
SUP_1601,Product_0810,12,70.59,887
SUP_1602,Product_0509,2,79.87,65
SUP_1603,Product_2039,14,74.18,307
SUP_1604,Product_0628,13,61.1,352
SUP_1605,Product_2064,6,55.07,127
SUP_1606,Product_0346,5,30.73,108
SUP_1607,Product_1174,3,69.65,38
SUP_1608,Product_0955,12,72.53,676
SUP_1609,Product_2063,13,42.88,107
SUP_1610,Product_0749,13,34.02,438
SUP_1611,Product_0764,2,72.17,952
SUP_1612,Product_0522,6,60.27,334
SUP_1613,Product_2158,9,78.05,377
SUP_1614,Product_0504,10,66.47,234
SUP_1615,Product_0535,3,85.98,375
SUP_1616,Product_1959,7,75.95,766
SUP_1617,Product_0631,3,33.52,199
SUP_1618,Product_0305,11,62.74,578
SUP_1619,Product_0782,10,68.39,372
SUP_1620,Product_0296,7,87.26,484
SUP_1621,Product_1748,5,54.48,1259
SUP_1622,Product_0435,6,54.43,116
SUP_1623,Product_2062,4,86.8,313
SUP_1624,Product_1871,3,40.1,481
SUP_1625,Product_0668,8,95.03,53
SUP_1626,Product_0634,10,39.17,485
SUP_1627,Product_0704,3,56.13,366
SUP_1628,Product_0307,13,49.53,84
SUP_1629,Product_0460,5,87.84,384
SUP_1630,Product_0106,8,66.95,141
SUP_1631,Product_0444,10,49.14,410
SUP_1632,Product_0827,5,87.37,815
SUP_1633,Product_1751,6,35.54,423
SUP_1634,Product_0665,10,85.47,1173
SUP_1635,Product_0329,7,55.76,569
SUP_1636,Product_0754,12,39.46,129
SUP_1637,Product_0364,2,48.22,87
SUP_1638,Product_1172,13,48.12,217
SUP_1639,Product_0472,2,54.76,236
SUP_1640,Product_0819,6,56.28,772
SUP_1641,Product_0150,9,48.6,458
SUP_1642,Product_0172,5,55.09,838
SUP_1643,Product_0332,13,77.73,354
SUP_1644,Product_0490,14,29.85,132
SUP_1645,Product_1938,8,82.7,239
SUP_1646,Product_1752,6,74.22,743
SUP_1647,Product_0826,10,72.4,110
SUP_1648,Product_1834,3,44.68,1470
SUP_1649,Product_2067,12,2.0,538
SUP_1650,Product_0493,9,77.34,346
SUP_1651,Product_1786,9,99.0,26
SUP_1652,Product_0731,12,72.14,107
SUP_1653,Product_1699,4,31.15,210
SUP_1654,Product_1764,3,80.98,100
SUP_1655,Product_0621,3,58.04,83
SUP_1656,Product_0711,13,65.5,947
SUP_1657,Product_2157,4,76.55,227
SUP_1658,Product_0161,8,55.86,347
SUP_1659,Product_0793,10,77.61,201
SUP_1660,Product_2156,2,99.0,69
SUP_1661,Product_0336,6,60.86,371
SUP_1662,Product_0610,3,69.66,142
SUP_1663,Product_1713,2,63.77,374
SUP_1664,Product_0491,7,99.0,140
SUP_1665,Product_1775,4,14.48,336
SUP_1666,Product_1783,11,76.61,278
SUP_1667,Product_0632,2,40.73,195
SUP_1668,Product_0251,2,73.43,412
SUP_1669,Product_1688,11,63.27,78
SUP_1670,Product_2120,5,74.79,524
SUP_1671,Product_0507,12,76.91,193
SUP_1672,Product_0789,12,83.59,834
SUP_1673,Product_0502,10,69.1,394
SUP_1674,Product_2074,9,21.32,310
SUP_1675,Product_1667,9,72.79,327
SUP_1676,Product_1094,13,48.33,54
SUP_1677,Product_0170,14,75.72,130
SUP_1678,Product_1706,5,53.29,96
SUP_1679,Product_1828,3,87.47,165
SUP_1680,Product_0306,12,84.95,408
SUP_1681,Product_0395,7,68.57,406
SUP_1682,Product_0788,5,76.56,311
SUP_1683,Product_2165,10,25.27,334
SUP_1684,Product_0735,4,76.78,43
SUP_1685,Product_1844,11,63.2,193
SUP_1686,Product_0645,8,78.7,493
SUP_1687,Product_0544,5,77.47,1696
SUP_1688,Product_1715,10,44.5,86
SUP_1689,Product_0237,11,39.39,432
SUP_1690,Product_0817,14,45.74,380
SUP_1691,Product_0579,4,48.62,131
SUP_1692,Product_0330,2,99.0,290
SUP_1693,Product_0260,11,58.05,110
SUP_1694,Product_0736,6,97.43,165
SUP_1695,Product_0752,12,77.12,243
SUP_1696,Product_0404,4,52.27,72
SUP_1697,Product_0102,7,61.01,94
SUP_1698,Product_1710,6,77.04,242
SUP_1699,Product_0703,6,57.75,598
SUP_1700,Product_0666,9,51.39,111
SUP_1701,Product_1850,13,41.32,848
SUP_1702,Product_0798,10,69.83,195
SUP_1703,Product_0339,3,81.01,164
SUP_1704,Product_0669,12,58.18,457
SUP_1705,Product_2038,2,96.53,56
SUP_1706,Product_1908,7,38.62,58
SUP_1707,Product_0722,13,66.74,217
SUP_1708,Product_1704,4,65.6,86
SUP_1709,Product_0501,3,75.65,716
SUP_1710,Product_0352,9,70.96,478
SUP_1711,Product_1061,11,45.77,35
SUP_1712,Product_0766,14,46.64,794
SUP_1713,Product_0446,13,62.65,425
SUP_1714,Product_0750,6,60.2,260
SUP_1715,Product_0474,2,53.57,139
SUP_1716,Product_0354,4,83.38,280
SUP_1717,Product_2164,10,60.12,120
SUP_1718,Product_2171,10,72.46,588
SUP_1719,Product_0309,10,46.92,301
SUP_1720,Product_0112,8,39.58,131
SUP_1721,Product_1086,12,62.89,82
SUP_1722,Product_1758,4,43.28,1542
SUP_1723,Product_0625,12,28.05,380
SUP_1724,Product_0814,4,26.71,167
SUP_1725,Product_1792,2,42.2,233
SUP_1726,Product_0324,4,60.36,218
SUP_1727,Product_0623,11,85.98,420
SUP_1728,Product_1722,3,91.85,427
SUP_1729,Product_0763,4,79.17,343
SUP_1730,Product_1803,3,60.16,237
SUP_1731,Product_2096,2,63.03,426
SUP_1732,Product_0737,13,62.99,809
SUP_1733,Product_1054,3,65.4,58
SUP_1734,Product_1942,12,21.22,543
SUP_1735,Product_1682,11,44.24,77
SUP_1736,Product_1070,5,68.79,1125
SUP_1737,Product_2094,12,88.58,306
SUP_1738,Product_0529,9,43.24,354
SUP_1739,Product_1801,14,75.37,202
SUP_1740,Product_0483,5,73.25,72
SUP_1741,Product_0804,3,57.7,241
SUP_1742,Product_0818,4,82.51,159
SUP_1743,Product_1118,7,50.04,423
SUP_1744,Product_1692,13,72.89,222
SUP_1745,Product_0160,2,91.45,382
SUP_1746,Product_2058,5,99.0,207
SUP_1747,Product_0643,13,35.88,101
SUP_1748,Product_0580,12,58.64,1009
SUP_1749,Product_1674,6,84.13,197
SUP_1750,Product_0712,12,54.73,226
SUP_1751,Product_0167,6,83.29,486
SUP_1752,Product_0165,2,69.87,75
SUP_1753,Product_0751,12,51.77,433
SUP_1754,Product_1853,14,52.88,133
SUP_1755,Product_1657,14,38.5,201
SUP_1756,Product_0820,4,15.64,214
SUP_1757,Product_0326,11,43.54,390
SUP_1758,Product_1618,5,65.71,249
SUP_1759,Product_0244,14,97.2,260
SUP_1760,Product_1170,12,99.0,633
SUP_1761,Product_1875,13,71.15,182
SUP_1762,Product_0661,8,61.12,308
SUP_1763,Product_0747,2,69.12,139
SUP_1764,Product_1750,9,81.62,484
SUP_1765,Product_0497,5,89.22,155
SUP_1766,Product_0861,4,63.63,159
SUP_1767,Product_1755,4,44.85,129
SUP_1768,Product_1614,3,45.26,532
SUP_1769,Product_1117,2,64.4,336
SUP_1770,Product_1883,2,64.26,58
SUP_1771,Product_1686,12,84.6,155
SUP_1772,Product_1872,7,53.83,272
SUP_1773,Product_1712,12,33.33,609
SUP_1774,Product_1664,9,66.78,229
SUP_1775,Product_1836,3,72.38,325
SUP_1776,Product_2127,6,55.67,440
SUP_1777,Product_0520,5,61.0,385
SUP_1778,Product_0515,7,68.83,225
SUP_1779,Product_1683,13,70.34,237
SUP_1780,Product_1814,4,43.53,671
SUP_1781,Product_0799,13,57.98,225
SUP_1782,Product_0797,12,53.34,233
SUP_1783,Product_1668,5,87.85,179
SUP_1784,Product_0657,10,79.81,215
SUP_1785,Product_1096,5,66.87,411
SUP_1786,Product_1171,9,60.96,591
SUP_1787,Product_1691,3,78.01,683
SUP_1788,Product_1646,12,62.64,440
SUP_1789,Product_2170,8,81.81,136
SUP_1790,Product_1926,2,66.5,439
SUP_1791,Product_0447,12,48.38,148
SUP_1792,Product_0801,10,76.66,608
SUP_1793,Product_1684,14,75.51,474
SUP_1794,Product_0312,7,41.33,712
SUP_1795,Product_1761,4,71.11,102
SUP_1796,Product_1917,13,76.58,278
SUP_1797,Product_1089,11,47.15,432
SUP_1798,Product_1960,6,56.96,51
SUP_1799,Product_0347,5,90.27,1005
SUP_1800,Product_1774,11,28.29,148
SUP_1801,Product_1663,10,73.22,1090
SUP_1802,Product_0492,3,74.09,566
SUP_1803,Product_1116,11,56.71,499
SUP_1804,Product_0511,6,56.23,126
SUP_1805,Product_0956,6,71.1,252
SUP_1806,Product_1677,9,68.9,429
SUP_1807,Product_0568,7,83.32,500
SUP_1808,Product_1770,12,40.99,372
SUP_1809,Product_0656,7,38.72,56
SUP_1810,Product_0402,5,68.76,184
SUP_1811,Product_0232,7,41.07,95
SUP_1812,Product_1689,6,57.68,188
SUP_1813,Product_0775,11,53.42,206
SUP_1814,Product_1909,11,99.0,64
SUP_1815,Product_0860,9,71.95,133
SUP_1816,Product_0135,14,38.14,91
SUP_1817,Product_1666,4,55.53,104
SUP_1818,Product_1763,5,51.22,174
SUP_1819,Product_1757,14,51.74,434
SUP_1820,Product_1893,10,66.86,234
SUP_1821,Product_0058,14,57.52,397
SUP_1822,Product_1816,14,71.03,336
SUP_1823,Product_0828,13,67.03,570
SUP_1824,Product_0778,8,52.81,53
SUP_1825,Product_0753,12,45.23,229
SUP_1826,Product_1110,14,70.66,200
SUP_1827,Product_0334,11,67.53,174
SUP_1828,Product_1759,5,89.08,256
SUP_1829,Product_0809,6,54.42,343
SUP_1830,Product_0125,10,89.49,369
SUP_1831,Product_0163,5,43.59,291
SUP_1832,Product_1754,5,61.33,656
SUP_1833,Product_0539,9,50.09,396
SUP_1834,Product_0461,2,99.0,1122
SUP_1835,Product_1208,14,40.96,356
SUP_1836,Product_1895,2,83.86,304
SUP_1837,Product_0616,2,66.58,126
SUP_1838,Product_1794,9,55.76,332
SUP_1839,Product_1616,7,99.0,595
SUP_1840,Product_1098,13,22.0,237
SUP_1841,Product_1762,10,66.69,25
SUP_1842,Product_0365,13,38.04,523
SUP_1843,Product_0149,6,63.65,173
SUP_1844,Product_1807,13,29.72,370
SUP_1845,Product_0800,8,49.47,603
SUP_1846,Product_1063,4,72.22,216
SUP_1847,Product_1112,7,68.26,306
SUP_1848,Product_1145,11,15.4,126
SUP_1849,Product_1869,6,61.46,246
SUP_1850,Product_0823,12,53.25,370
SUP_1851,Product_1673,6,62.1,196
SUP_1852,Product_0578,9,66.87,550
SUP_1853,Product_1802,12,77.05,512
SUP_1854,Product_0455,11,81.9,427
SUP_1855,Product_0609,6,42.07,369
SUP_1856,Product_0721,12,78.67,66
SUP_1857,Product_1687,8,2.0,466
SUP_1858,Product_1920,4,54.9,377
SUP_1859,Product_1095,5,75.43,664
SUP_1860,Product_0853,13,30.82,624
SUP_1861,Product_0438,5,75.63,371
SUP_1862,Product_0537,7,56.93,97
SUP_1863,Product_1800,12,41.03,407
SUP_1864,Product_0960,6,54.14,227
SUP_1865,Product_2161,9,68.81,567
SUP_1866,Product_1858,7,52.31,122
SUP_1867,Product_1113,5,46.4,234
SUP_1868,Product_1805,13,53.64,293
SUP_1869,Product_0573,9,64.6,148
SUP_1870,Product_1679,4,73.0,197
SUP_1871,Product_0805,5,71.13,414
SUP_1872,Product_0765,14,89.51,146
SUP_1873,Product_0136,8,53.08,827
SUP_1874,Product_0521,13,31.19,561
SUP_1875,Product_0617,13,50.53,416
SUP_1876,Product_1749,14,74.62,410
SUP_1877,Product_1837,11,76.48,164
SUP_1878,Product_0456,2,28.38,149
SUP_1879,Product_0802,7,45.01,119
SUP_1880,Product_2117,11,80.59,274
SUP_1881,Product_0267,6,57.61,571
SUP_1882,Product_1645,4,82.81,420
SUP_1883,Product_1083,4,70.69,181
SUP_1884,Product_1855,3,44.78,478
SUP_1885,Product_0266,5,64.82,259
SUP_1886,Product_1181,6,61.33,286
SUP_1887,Product_1868,4,50.58,72
SUP_1888,Product_1714,14,31.65,214
SUP_1889,Product_1178,5,67.87,312
SUP_1890,Product_0866,2,65.4,306
SUP_1891,Product_0803,13,62.06,152
SUP_1892,Product_1708,7,76.59,96
SUP_1893,Product_0263,10,80.06,97
SUP_1894,Product_1771,4,51.98,115
SUP_1895,Product_1681,9,42.11,99
SUP_1896,Product_0659,6,88.92,283
SUP_1897,Product_1660,13,55.31,116
SUP_1898,Product_1881,12,58.23,87
SUP_1899,Product_1806,9,70.1,142
SUP_1900,Product_1851,11,27.82,574
SUP_1901,Product_0651,2,66.06,165
SUP_1902,Product_1799,9,52.24,108
SUP_1903,Product_1760,8,37.94,192
SUP_1904,Product_0396,7,57.25,88
SUP_1905,Product_1119,13,78.69,302
SUP_1906,Product_1091,9,69.86,87
SUP_1907,Product_1928,9,80.44,580
SUP_1908,Product_1962,8,74.63,95
SUP_1909,Product_1918,12,70.39,134
SUP_1910,Product_1144,2,61.67,467
SUP_1911,Product_1876,2,13.08,144
SUP_1912,Product_1767,14,21.22,494
SUP_1913,Product_1859,5,49.85,460
SUP_1914,Product_0806,3,58.65,259
SUP_1915,Product_0060,3,99.0,686
SUP_1916,Product_0350,4,78.93,599
SUP_1917,Product_0693,12,66.55,193
SUP_1918,Product_0655,7,75.85,553
SUP_1919,Product_1772,10,41.42,383
SUP_1920,Product_1146,9,19.21,151
SUP_1921,Product_0811,6,53.58,539
SUP_1922,Product_0565,14,51.75,180
SUP_1923,Product_1781,12,52.51,139
SUP_1924,Product_1929,9,21.7,922
SUP_1925,Product_0540,2,80.01,145
SUP_1926,Product_0694,3,33.13,95
SUP_1927,Product_1956,3,71.46,65
SUP_1928,Product_0641,13,74.03,150
SUP_1929,Product_0640,12,90.45,548
SUP_1930,Product_1953,7,43.11,185
SUP_1931,Product_0813,2,51.86,196
SUP_1932,Product_1693,5,79.19,55
SUP_1933,Product_1940,4,62.74,91
SUP_1934,Product_1168,6,57.52,258
SUP_1935,Product_1019,12,51.06,323
SUP_1936,Product_1894,13,38.22,270
SUP_1937,Product_0530,3,60.45,161
SUP_1938,Product_1694,10,87.07,522
SUP_1939,Product_0954,5,96.58,135
SUP_1940,Product_1111,4,37.02,83
SUP_1941,Product_1662,3,91.43,96
SUP_1942,Product_0432,9,46.65,83
SUP_1943,Product_0457,8,80.03,172
SUP_1944,Product_0262,5,31.52,223
SUP_1945,Product_0946,12,95.64,542
SUP_1946,Product_0449,9,82.16,219
SUP_1947,Product_1852,12,75.05,133
SUP_1948,Product_0867,12,17.57,202
SUP_1949,Product_0328,8,51.09,165
SUP_1950,Product_1709,3,18.83,86
SUP_1951,Product_1644,6,63.7,150
SUP_1952,Product_0057,2,68.6,312
SUP_1953,Product_1874,13,39.76,225
SUP_1954,Product_0675,13,74.43,274
SUP_1955,Product_2152,2,75.67,433
SUP_1956,Product_0626,3,52.78,262
SUP_1957,Product_1946,4,87.2,65
SUP_1958,Product_0482,7,83.87,88
SUP_1959,Product_0340,8,37.16,327
SUP_1960,Product_1927,12,52.96,368
SUP_1961,Product_1943,7,81.33,62
SUP_1962,Product_1930,13,82.53,237
SUP_1963,Product_2151,9,58.71,212
SUP_1964,Product_0256,10,69.04,620
SUP_1965,Product_0611,7,65.05,361
SUP_1966,Product_1898,9,64.55,213
SUP_1967,Product_0777,10,28.06,69
SUP_1968,Product_1665,2,90.11,134
SUP_1969,Product_0824,6,67.86,83
SUP_1970,Product_1711,9,69.94,110
SUP_1971,Product_1696,4,59.18,77
SUP_1972,Product_1720,12,31.5,114
SUP_1973,Product_1620,7,27.65,105
SUP_1974,Product_0541,3,54.87,154
SUP_1975,Product_1882,6,80.4,273
SUP_1976,Product_0156,9,55.34,306
SUP_1977,Product_1769,7,68.79,165
