SKU,Product_Category,Unit_Cost,Lead_Time_Days,Ordering_Cost,Holding_Cost_Per_Unit_Year
Product_0294,Category_015,1930.59,2,3056,31.08
Product_1325,Category_019,184.22,11,5953,52.21
Product_0547,Category_013,546.51,14,1572,25.79
Product_0739,Category_001,471.44,6,1603,11.6
Product_0458,Category_015,783.92,11,3543,14.68
Product_2071,Category_009,564.04,10,3318,32.75
Product_0176,Category_021,594.43,5,1173,47.35
Product_0839,Category_021,135.79,8,4852,17.9
Product_1725,Category_003,276.18,12,5634,33.73
Product_0233,Category_007,130.23,3,4024,66.45
Product_0607,Category_001,170.51,13,3672,14.85
Product_0705,Category_001,906.34,7,5314,13.86
Product_1335,Category_019,277.2,3,2969,62.97
Product_0658,Category_011,140.66,11,2568,25.56
Product_0707,Category_001,287.9,4,1370,57.62
Product_0902,Category_023,610.09,14,3933,94.11
Product_0791,Category_001,196.77,9,5861,16.83
Product_0572,Category_012,257.88,7,5491,40.99
Product_0495,Category_015,195.59,14,5221,9.49
Product_0274,Category_021,175.94,5,5671,31.72
Product_0300,Category_015,501.27,11,3942,42.41
Product_0700,Category_001,887.84,13,5011,23.75
Product_0768,Category_001,223.18,13,1568,12.86
Product_2139,Category_009,1055.22,13,2557,85.66
Product_1051,Category_032,177.46,10,5751,32.72
Product_0882,Category_023,1147.05,2,5664,42.53
Product_2129,Category_009,400.69,3,1143,107.91
Product_2159,Category_022,1283.47,2,5417,51.34
Product_2087,Category_009,164.95,10,4563,16.24
Product_0131,Category_021,618.48,9,5470,18.71
Product_2118,Category_009,662.35,3,1788,53.72
Product_0139,Category_007,171.33,4,1397,15.23
Product_0412,Category_007,154.93,2,2345,8.91
Product_0680,Category_011,278.28,10,3213,64.88
Product_1050,Category_032,191.28,5,2725,30.42
Product_0543,Category_032,669.4,2,5385,31.34
Product_1049,Category_032,223.47,2,2609,57.8
Product_0663,Category_011,275.56,2,2952,31.65
Product_0335,Category_021,357.42,11,2745,12.86
Product_0041,Category_011,1093.51,2,2817,42.53
Product_0468,Category_005,666.77,12,2943,32.67
Product_0653,Category_011,546.15,4,5045,40.13
Product_1328,Category_019,338.58,9,2255,53.91
Product_0118,Category_032,414.57,9,3474,18.82
Product_0222,Category_007,86.81,9,4121,21.88
Product_1322,Category_019,280.93,13,3040,58.48
Product_0280,Category_021,164.55,3,2317,39.88
Product_0302,Category_015,382.64,2,5203,26.08
Product_1079,Category_020,244.88,6,1046,39.2
Product_1323,Category_019,210.87,13,2412,45.77
Product_2055,Category_021,362.8,11,3688,17.09
Product_2144,Category_009,381.92,3,4359,26.38
Product_2140,Category_009,156.78,8,1170,37.21
Product_0873,Category_023,496.58,7,4342,77.68
Product_0121,Category_021,440.55,8,1489,44.99
Product_0662,Category_011,280.14,4,5482,20.92
Product_2136,Category_009,446.97,13,1764,26.62
Product_0177,Category_021,820.01,6,875,25.46
Product_1035,Category_028,832.43,13,1077,41.35
Product_0725,Category_001,686.19,6,885,32.97
Product_0919,Category_023,364.6,10,3144,55.82
Product_0808,Category_001,1705.1,5,5422,20.82
Product_1745,Category_030,256.91,11,1805,120.04
Product_0105,Category_032,82.74,11,1813,40.47
Product_0311,Category_024,555.92,9,1150,10.44
Product_0375,Category_030,70.28,8,1727,25.29
Product_1055,Category_032,652.91,9,2783,33.47
Product_0706,Category_001,731.01,9,5177,26.17
Product_0770,Category_001,381.12,8,2257,40.62
Product_0255,Category_007,334.85,5,3119,16.64
Product_1798,Category_005,442.09,9,2543,43.38
Product_0333,Category_021,582.21,6,4657,10.45
Product_1326,Category_019,381.57,8,3024,34.67
Product_0428,Category_019,119.85,9,5681,78.03
Product_0688,Category_011,211.84,10,2072,33.41
Product_0792,Category_001,750.02,14,2469,19.36
Product_0896,Category_023,342.73,11,2503,31.34
Product_1590,Category_030,333.42,7,1890,41.19
Product_1675,Category_021,861.63,11,1128,9.74
Product_1143,Category_009,287.61,9,4956,15.23
Product_1334,Category_019,170.47,9,4796,35.14
Product_0773,Category_001,178.33,10,4955,29.07
Product_0683,Category_011,977.61,4,5787,26.4
Product_0679,Category_011,209.22,6,4343,61.04
Product_0682,Category_011,842.57,11,3499,48.98
Product_1958,Category_029,320.56,2,3292,23.45
Product_0893,Category_023,264.58,8,2655,32.16
Product_0726,Category_001,504.72,8,935,47.05
Product_0678,Category_011,254.26,9,3979,57.75
Product_1719,Category_003,179.87,3,3983,5.89
Product_0162,Category_021,595.7,8,1256,60.14
Product_1125,Category_007,566.95,8,4597,29.24
Product_1336,Category_019,204.34,9,4064,51.44
Product_0489,Category_013,249.8,13,4024,22.03
Product_1330,Category_019,1464.94,7,4366,34.85
Product_0488,Category_013,534.48,8,3062,23.39
Product_0584,Category_032,588.43,13,2613,40.28
Product_0168,Category_021,195.3,3,1813,24.93
Product_0272,Category_021,181.16,2,5653,17.21
Product_1339,Category_019,1130.92,2,3698,45.68
Product_1327,Category_019,136.22,10,1209,44.9
Product_0988,Category_028,129.68,14,1624,34.75
Product_0285,Category_021,528.32,2,5313,16.72
Product_0430,Category_005,274.13,8,3517,29.12
Product_0762,Category_001,182.17,7,3189,26.73
Product_0844,Category_021,161.42,10,1115,19.35
Product_2093,Category_009,418.45,9,2254,26.17
Product_0903,Category_023,345.27,2,3787,57.32
Product_0116,Category_032,289.26,6,2705,38.02
Product_0205,Category_007,210.03,14,2965,19.12
Product_2052,Category_021,855.21,10,4514,33.3
Product_0316,Category_011,94.85,8,936,25.32
Product_1180,Category_003,793.83,11,875,25.15
Product_0029,Category_005,2039.6,5,2299,19.34
Product_0660,Category_011,245.9,14,2964,18.9
Product_1142,Category_009,480.19,13,4847,17.55
Product_0464,Category_022,147.32,2,1059,20.88
Product_2153,Category_022,202.41,10,5085,65.06
Product_0548,Category_013,2140.04,5,2550,14.39
Product_0510,Category_012,498.6,6,5336,19.2
Product_1705,Category_026,721.93,10,5229,20.1
Product_1716,Category_026,608.56,13,2923,15.87
Product_2166,Category_024,85.98,4,5876,9.23
Product_0317,Category_011,95.49,13,1215,15.62
Product_0757,Category_001,229.92,14,5987,21.76
Product_1338,Category_019,529.27,2,3599,53.65
Product_0210,Category_007,100.8,10,1347,21.7
Product_0592,Category_032,256.91,11,4923,92.43
Product_0218,Category_007,332.41,13,1289,22.95
Product_0729,Category_001,998.79,6,1654,16.44
Product_1317,Category_019,253.25,3,5369,49.96
Product_0517,Category_022,201.6,11,3725,8.68
Product_0534,Category_022,229.48,13,3892,25.96
Product_0445,Category_015,263.61,4,4650,11.82
Product_1084,Category_016,251.18,11,928,96.76
Product_1915,Category_009,148.5,10,5802,58.67
Product_2121,Category_009,407.38,4,3596,42.2
Product_1320,Category_019,1717.79,7,1120,20.27
Product_1141,Category_009,470.41,7,5062,34.08
Product_1324,Category_019,946.36,8,2829,29.45
Product_1340,Category_019,152.82,9,961,22.9
Product_0881,Category_023,596.82,6,3088,44.16
Product_1670,Category_026,384.6,7,1173,6.97
Product_0795,Category_001,688.14,2,5275,11.43
Product_1669,Category_026,418.52,10,1935,4.37
Product_0846,Category_021,205.11,2,1995,16.33
Product_0843,Category_021,186.46,8,4980,23.86
Product_0740,Category_001,463.39,8,2000,9.12
Product_1331,Category_019,227.1,10,4962,31.66
Product_2024,Category_005,541.69,2,3523,17.37
Product_0708,Category_001,211.14,4,3897,24.08
Product_2169,Category_024,295.89,14,3239,14.36
Product_0774,Category_001,492.42,4,5684,12.56
Product_1332,Category_019,380.42,11,5172,38.46
Product_0298,Category_015,443.93,2,4967,40.21
Product_0283,Category_021,398.73,12,1800,14.14
Product_1318,Category_019,90.22,9,3733,32.09
Product_2091,Category_009,65.76,8,5146,26.21
Product_0345,Category_021,766.19,4,1513,14.66
Product_0546,Category_013,1143.04,4,5370,6.66
Product_1896,Category_021,586.94,5,3873,12.64
Product_0695,Category_001,685.55,3,3969,14.93
Product_1319,Category_019,254.06,13,1951,39.79
Product_0842,Category_021,56.34,10,3116,11.38
Product_0670,Category_011,240.87,9,5835,9.32
Product_2142,Category_009,836.55,12,5874,12.89
Product_0247,Category_007,253.41,8,5281,53.41
Product_0972,Category_028,280.26,13,2084,45.62
Product_1059,Category_032,515.27,9,3921,19.17
Product_0197,Category_007,240.01,13,4388,9.68
Product_1321,Category_019,251.49,12,4543,27.64
Product_0103,Category_015,219.6,11,4321,9.49
Product_0189,Category_007,280.53,14,2490,10.45
Product_1661,Category_026,422.29,4,3897,11.49
Product_0596,Category_032,929.73,6,2824,18.77
Product_0236,Category_007,922.99,13,3810,28.15
Product_0353,Category_021,245.48,9,3532,7.8
Product_1337,Category_019,281.19,6,1356,29.94
Product_2086,Category_009,528.41,3,2942,23.79
Product_1057,Category_032,236.47,12,1002,23.54
Product_0927,Category_023,65.03,7,5402,25.54
Product_0132,Category_021,1199.53,12,5720,21.19
Product_0293,Category_021,171.14,7,5857,11.39
Product_0261,Category_001,390.77,5,2545,11.88
Product_0709,Category_001,327.99,2,2780,30.54
Product_0104,Category_032,352.95,6,3222,14.89
Product_2097,Category_009,252.2,2,1410,66.91
Product_1912,Category_009,376.9,4,5518,96.63
Product_0524,Category_022,97.99,3,4687,23.82
Product_0513,Category_022,366.34,5,5606,14.64
Product_0608,Category_001,220.06,8,3234,4.22
Product_0180,Category_007,271.99,6,2561,29.92
Product_1747,Category_030,528.83,3,2437,148.16
Product_0756,Category_001,350.23,3,5869,5.88
Product_0240,Category_007,610.7,8,3332,32.46
Product_0361,Category_007,264.04,2,3376,6.77
Product_0692,Category_001,1557.08,9,5437,30.89
Product_1913,Category_009,230.27,7,4311,27.11
Product_1779,Category_010,145.32,4,2769,13.47
Product_2037,Category_011,238.93,4,5943,6.6
Product_2054,Category_021,465.22,4,1468,12.98
Product_0761,Category_001,225.87,4,5230,18.19
Product_0613,Category_001,607.31,14,3048,2.83
Product_0719,Category_001,286.53,11,5155,16.91
Product_0769,Category_001,413.44,10,3499,8.29
Product_0900,Category_023,203.12,9,5429,22.36
Product_2080,Category_009,946.24,14,1667,16.29
Product_1025,Category_007,149.85,4,4877,4.22
Product_2049,Category_011,146.97,2,5977,23.82
Product_1060,Category_032,657.75,10,4042,30.62
Product_0741,Category_001,342.05,14,2378,16.02
Product_0234,Category_007,530.6,12,4546,48.72
Product_1676,Category_021,895.45,8,5950,8.57
Product_1914,Category_009,583.05,6,1296,60.93
Product_0291,Category_024,181.66,14,2499,18.65
Product_2143,Category_009,353.16,14,2129,12.44
Product_0758,Category_001,105.02,9,1638,26.83
Product_0318,Category_011,221.21,2,2061,7.21
Product_0569,Category_012,209.12,4,2337,10.05
Product_1957,Category_029,163.21,11,4989,8.92
Product_0289,Category_024,176.38,11,4916,10.12
Product_1656,Category_026,292.66,12,3366,12.85
Product_0970,Category_028,449.8,3,2824,27.89
Product_0742,Category_001,50.59,5,2575,18.31
Product_2106,Category_009,773.19,8,1866,30.89
Product_0281,Category_021,269.91,13,3324,15.47
Product_1076,Category_020,224.18,4,2273,85.7
Product_0459,Category_015,497.66,14,5138,10.38
Product_0166,Category_021,1732.47,10,2224,71.6
Product_1136,Category_009,1656.0,5,4316,35.03
Product_0157,Category_021,222.37,4,3342,11.49
Product_2084,Category_009,683.21,13,2027,22.5
Product_0620,Category_001,440.29,3,2329,1.64
Product_0299,Category_015,361.24,3,3661,21.4
Product_2078,Category_009,187.0,10,5557,12.36
Product_0779,Category_001,273.72,4,4037,3.85
Product_0452,Category_015,519.66,2,1198,26.11
Product_2056,Category_021,396.32,10,2597,7.23
Product_1822,Category_018,1195.04,9,3326,5.09
Product_0048,Category_005,176.85,13,3757,13.27
Product_1727,Category_003,390.52,4,1023,25.36
Product_2066,Category_009,359.28,6,4814,13.15
Product_1910,Category_009,762.62,4,2390,14.32
Product_1659,Category_026,369.33,2,2734,5.85
Product_1177,Category_026,470.29,10,5253,21.99
Product_1122,Category_007,194.14,7,5468,15.71
Product_0720,Category_001,482.44,7,5830,6.16
Product_0672,Category_011,252.82,2,954,5.85
Product_1721,Category_003,544.62,4,2171,9.66
Product_0198,Category_007,1339.11,13,4491,21.64
Product_1053,Category_024,554.07,14,3998,12.09
Product_1907,Category_019,206.72,7,3084,30.24
Product_0533,Category_022,229.47,14,836,13.44
Product_0713,Category_001,340.96,6,3048,4.99
Product_0451,Category_015,514.14,10,1372,7.85
Product_0874,Category_023,482.31,8,2291,26.02
Product_1723,Category_003,199.0,8,1696,29.79
Product_0601,Category_001,862.32,13,5827,20.56
Product_0627,Category_001,376.6,3,5159,3.0
Product_2145,Category_009,193.21,14,3235,34.17
Product_0917,Category_023,90.07,5,2243,16.13
Product_0516,Category_022,164.32,6,4581,5.11
Product_2073,Category_009,91.28,5,5577,15.68
Product_0153,Category_021,739.4,5,3675,19.75
Product_0337,Category_021,370.37,4,1797,7.35
Product_0796,Category_001,463.88,8,883,7.41
Product_0732,Category_001,156.41,3,2350,18.68
Product_2122,Category_009,51.43,6,3133,15.65
Product_0622,Category_001,311.29,4,2274,12.54
Product_2069,Category_009,266.46,2,4437,16.87
Product_0443,Category_015,274.81,3,947,5.15
Product_0471,Category_015,347.9,5,2108,7.47
Product_0315,Category_011,269.7,12,4404,10.0
Product_2105,Category_009,67.52,4,4347,9.94
Product_0790,Category_001,383.86,2,2325,3.88
Product_0745,Category_001,604.06,4,3629,7.38
Product_0691,Category_001,296.13,2,5578,23.23
Product_2079,Category_009,68.36,11,1496,14.64
Product_0701,Category_001,320.23,9,4779,21.44
Product_0913,Category_023,158.96,9,5814,14.2
Product_2102,Category_009,432.28,2,1710,24.93
Product_0587,Category_032,1492.77,4,2298,66.7
Product_2126,Category_009,112.05,5,4436,60.47
Product_0733,Category_001,88.01,6,4935,6.09
Product_0523,Category_022,554.65,2,2089,30.17
Product_1925,Category_001,89.41,10,4013,33.27
Product_0369,Category_030,586.13,14,4325,32.99
Product_2162,Category_022,320.83,5,3694,30.13
Product_0303,Category_015,226.3,8,5644,7.85
Product_0279,Category_021,101.55,8,3069,17.48
Product_0702,Category_001,258.67,10,3545,25.04
Product_0785,Category_001,265.41,8,3420,10.1
Product_0322,Category_007,415.88,11,2627,5.57
Product_2116,Category_009,941.96,2,4705,17.68
Product_1056,Category_032,171.96,8,4366,18.21
Product_0114,Category_006,600.1,3,1486,38.83
Product_0780,Category_001,654.68,2,3026,5.01
Product_0786,Category_001,233.99,12,1194,9.38
Product_0840,Category_021,212.6,10,2820,7.05
Product_0292,Category_024,481.32,12,864,15.17
Product_0282,Category_021,70.75,13,1132,5.95
Product_0878,Category_023,366.84,3,3406,20.94
Product_0728,Category_001,127.1,6,818,10.03
Product_0771,Category_001,241.85,14,2320,11.9
Product_0341,Category_021,335.58,13,3146,9.94
Product_0847,Category_021,210.3,2,4991,10.62
Product_0746,Category_001,243.84,6,3610,13.13
Product_0760,Category_001,280.22,14,2070,14.17
Product_1717,Category_026,750.52,14,1640,19.11
Product_1124,Category_007,67.76,9,2782,17.33
Product_1911,Category_009,1044.82,14,2430,14.27
Product_0448,Category_015,658.26,6,5226,7.7
Product_0667,Category_011,82.36,6,803,12.86
Product_0710,Category_001,500.19,11,4956,19.21
Product_0454,Category_015,258.2,4,3286,6.12
Product_0585,Category_032,156.09,7,834,24.05
Product_2115,Category_009,348.49,11,5561,9.04
Product_0503,Category_015,514.47,13,2893,6.3
Product_0487,Category_013,565.87,2,2006,8.56
Product_2155,Category_022,103.18,3,3744,12.11
Product_0730,Category_001,199.12,2,4064,11.71
Product_1121,Category_007,198.38,4,5231,14.13
Product_0394,Category_007,434.02,3,812,11.89
Product_0734,Category_001,594.57,4,3960,8.66
Product_0821,Category_001,288.85,7,1183,5.34
Product_0895,Category_023,541.09,10,2879,9.01
Product_0485,Category_013,467.91,13,2357,15.86
Product_0151,Category_015,490.76,6,5851,18.36
Product_2163,Category_024,175.6,14,2931,24.52
Product_1680,Category_021,1048.46,13,5894,4.85
Product_0642,Category_019,643.55,11,2329,6.9
Product_1120,Category_007,462.33,14,5420,9.11
Product_0505,Category_015,119.66,11,1601,4.33
Product_0545,Category_013,615.33,11,1329,7.23
Product_1123,Category_007,562.78,7,5128,9.42
Product_0532,Category_022,489.76,11,3090,71.4
Product_0951,Category_018,107.74,14,2167,4.76
Product_2134,Category_009,210.45,2,3751,16.04
Product_2141,Category_009,1479.14,6,1795,24.02
Product_0794,Category_001,154.74,14,4885,8.1
Product_1776,Category_010,104.64,11,5069,5.51
Product_0119,Category_008,297.92,9,1654,8.57
Product_0567,Category_012,882.12,5,4098,17.13
Product_1678,Category_021,313.3,9,5980,4.75
Product_1093,Category_024,385.19,5,2069,6.83
Product_0787,Category_001,552.89,11,5503,7.88
Product_1062,Category_032,80.68,8,4896,11.66
Product_0772,Category_001,206.07,9,1005,13.16
Product_1778,Category_010,145.11,13,3569,5.99
Product_2160,Category_022,254.86,12,1717,10.24
Product_0868,Category_023,163.34,8,2417,28.35
Product_2057,Category_021,289.05,12,3981,10.39
Product_0314,Category_011,1179.88,9,2229,13.17
Product_1777,Category_010,253.78,9,5203,7.95
Product_0134,Category_021,824.51,3,4508,14.68
Product_1671,Category_026,329.12,9,3058,6.01
Product_0744,Category_001,397.34,3,4609,4.78
Product_0848,Category_021,332.75,14,3242,11.16
Product_0614,Category_001,749.29,8,4994,4.78
Product_0173,Category_021,244.65,13,1624,10.85
Product_0481,Category_022,294.07,11,3458,7.17
Product_0571,Category_012,102.04,3,1834,11.97
Product_0216,Category_007,526.79,9,2233,14.35
Product_0581,Category_032,167.2,10,3145,18.97
Product_0918,Category_023,465.37,8,4587,9.93
Product_0671,Category_011,454.35,2,4534,7.27
Product_0602,Category_001,390.61,14,5042,9.35
Product_0484,Category_013,413.98,12,3260,45.78
Product_2103,Category_009,201.55,5,5453,14.21
Product_1892,Category_021,235.05,11,1940,5.68
Product_2059,Category_021,233.48,14,5926,15.0
Product_0699,Category_001,558.86,14,3625,14.12
Product_1072,Category_020,332.34,9,3002,32.57
Product_2077,Category_009,285.25,10,1341,7.1
Product_1176,Category_026,574.04,9,941,11.88
Product_0967,Category_006,699.99,4,2247,10.28
Product_0784,Category_001,43.49,14,3941,7.12
Product_0912,Category_023,164.71,10,2278,11.31
Product_0310,Category_024,772.46,14,1959,10.95
Product_0338,Category_021,521.61,10,1338,3.46
Product_0639,Category_019,244.06,2,1884,4.02
Product_0714,Category_001,568.56,9,4331,4.55
Product_0295,Category_015,701.74,3,4946,8.56
Product_2131,Category_009,619.04,4,2155,6.99
Product_0966,Category_006,183.54,4,4730,5.85
Product_0815,Category_001,238.97,13,5064,7.59
Product_0343,Category_021,514.58,11,5109,24.36
Product_1658,Category_026,355.48,9,4189,6.02
Product_0137,Category_021,433.84,9,2359,11.85
Product_1097,Category_032,71.91,12,4358,13.95
Product_0496,Category_015,692.59,2,2273,9.14
Product_0325,Category_021,328.49,13,3726,4.4
Product_1700,Category_026,188.93,3,4523,9.6
Product_0781,Category_001,261.16,10,3474,3.81
Product_0717,Category_001,208.65,5,1598,10.89
Product_0462,Category_015,911.52,11,3388,10.84
Product_1916,Category_009,196.92,10,4502,11.7
Product_2065,Category_009,453.15,12,4573,4.96
Product_0748,Category_001,224.8,12,3123,8.02
Product_0776,Category_001,188.78,12,3587,5.61
Product_1058,Category_032,268.63,13,2033,10.84
Product_0615,Category_001,630.04,3,5098,4.99
Product_2068,Category_009,175.97,7,5382,12.75
Product_0594,Category_032,81.88,13,4022,7.89
Product_0696,Category_001,456.41,5,5213,15.19
Product_2130,Category_009,149.64,7,3136,9.23
Product_2124,Category_009,360.19,4,1852,6.23
Product_0715,Category_001,900.43,14,1364,3.48
Product_0169,Category_021,507.91,7,1023,4.71
Product_0124,Category_021,484.95,5,2056,6.42
Product_0716,Category_001,65.18,9,5648,8.5
Product_1897,Category_021,283.12,4,1571,14.17
Product_0133,Category_021,486.98,4,3727,8.44
Product_2092,Category_009,338.7,11,5489,4.53
Product_2146,Category_009,365.51,14,1744,16.95
Product_0718,Category_001,197.67,6,2767,5.95
Product_0816,Category_001,827.88,9,2995,3.64
Product_2085,Category_009,175.81,9,1220,5.79
Product_0698,Category_001,271.35,8,1165,12.54
Product_0152,Category_021,150.97,11,3461,15.52
Product_1024,Category_008,316.95,5,4911,8.24
Product_0575,Category_012,256.91,9,906,46.23
Product_0405,Category_001,288.11,3,3006,11.48
Product_0697,Category_001,239.41,12,1695,20.36
Product_1020,Category_008,213.8,3,2340,7.47
Product_0822,Category_001,2058.78,9,1036,7.02
Product_0323,Category_007,65.02,4,2536,5.27
Product_0342,Category_021,268.51,11,4293,4.4
Product_1175,Category_026,520.77,3,1782,4.25
Product_0738,Category_001,399.36,14,5022,2.88
Product_0538,Category_022,255.9,3,4760,5.23
Product_1954,Category_001,382.47,10,1593,3.3
Product_0783,Category_001,248.86,12,4497,5.0
Product_0351,Category_021,168.72,11,5429,7.85
Product_0508,Category_015,254.85,7,4323,9.37
Product_0159,Category_021,829.96,2,994,8.06
Product_2061,Category_009,599.83,10,4200,12.0
Product_0290,Category_024,219.05,9,2418,7.34
Product_1815,Category_031,387.46,13,2323,2.75
Product_2104,Category_009,367.18,9,1332,5.87
Product_0810,Category_001,594.8,12,2266,11.25
Product_0509,Category_015,181.53,2,1249,16.58
Product_2039,Category_011,695.45,14,2873,3.21
Product_0628,Category_001,223.5,13,5499,4.38
Product_2064,Category_009,504.88,6,1754,13.1
Product_0346,Category_021,439.11,5,3866,5.59
Product_1174,Category_026,140.28,3,3208,12.85
Product_0955,Category_028,543.99,12,4155,6.07
Product_2063,Category_009,759.19,13,5473,5.21
Product_0749,Category_001,1605.64,13,1971,3.48
Product_0764,Category_001,527.83,2,4163,3.85
Product_0522,Category_022,260.48,6,3129,11.82
Product_2158,Category_022,291.93,9,3936,9.76
Product_0504,Category_015,874.62,10,2598,10.21
Product_0535,Category_022,1221.39,3,3900,23.45
Product_1959,Category_029,402.15,7,3713,7.53
Product_0631,Category_001,380.39,3,4439,1.77
Product_0305,Category_021,541.78,11,1280,11.43
Product_0782,Category_001,529.89,10,3513,4.08
Product_0296,Category_015,349.65,7,4479,10.77
Product_1748,Category_026,195.61,5,3006,4.13
Product_0435,Category_032,202.34,6,5371,28.88
Product_2062,Category_009,160.28,4,4332,6.26
Product_1871,Category_001,628.51,3,3233,5.2
Product_0668,Category_011,356.03,8,3977,6.83
Product_0634,Category_007,562.89,10,1937,10.86
Product_0704,Category_001,115.0,3,3971,4.74
Product_0307,Category_024,267.85,13,5414,5.07
Product_0460,Category_015,363.3,5,3089,3.74
Product_0106,Category_032,394.03,8,2335,44.6
Product_0444,Category_015,218.17,10,2085,11.65
Product_0827,Category_008,540.29,5,2888,2.87
Product_1751,Category_001,205.67,6,4941,6.31
Product_0665,Category_011,78.86,10,3766,3.85
Product_0329,Category_021,150.06,7,5493,3.98
Product_0754,Category_001,265.11,12,2993,2.9
Product_0364,Category_021,495.28,2,3737,3.0
Product_1172,Category_024,64.19,13,4156,17.18
Product_0472,Category_015,335.64,2,5352,8.15
Product_0819,Category_001,698.95,6,4675,3.15
Product_0150,Category_015,715.91,9,1433,1.46
Product_0172,Category_007,288.76,5,1212,2.53
Product_0332,Category_021,768.77,13,2568,2.88
Product_0490,Category_013,400.16,14,1133,10.37
Product_1938,Category_001,451.15,8,5298,2.78
Product_1752,Category_001,298.87,6,2120,3.02
Product_0826,Category_008,236.34,10,4057,9.76
Product_1834,Category_018,938.67,3,4215,3.34
Product_2067,Category_009,527.63,12,1462,7.23
Product_0493,Category_015,672.23,9,1097,4.18
Product_1786,Category_018,189.39,9,4415,1.85
Product_0731,Category_001,178.1,12,4466,3.23
Product_1699,Category_026,243.09,4,4158,5.65
Product_1764,Category_001,433.51,3,1736,3.24
Product_0621,Category_001,215.2,3,3734,1.8
Product_0711,Category_001,669.45,13,3431,5.03
Product_2157,Category_022,84.85,4,4508,4.78
Product_0161,Category_021,1300.24,8,4980,4.73
Product_0793,Category_001,319.98,10,5023,2.62
Product_2156,Category_022,1354.4,2,5338,13.47
Product_0336,Category_021,1311.71,6,1619,3.13
Product_0610,Category_001,1228.95,3,2750,5.45
Product_1713,Category_026,308.17,2,3375,3.39
Product_0491,Category_015,550.59,7,4891,3.16
Product_1775,Category_010,102.95,4,2429,6.86
Product_1783,Category_018,255.14,11,3100,9.67
Product_0632,Category_001,343.78,2,1835,1.27
Product_0251,Category_007,86.99,2,1505,3.42
Product_1688,Category_021,185.13,11,2036,1.48
Product_2120,Category_009,842.13,5,1120,9.07
Product_0507,Category_012,138.38,12,3549,7.36
Product_0789,Category_001,681.07,12,1759,4.39
Product_0502,Category_015,365.31,10,1370,2.95
Product_2074,Category_009,297.28,9,5840,5.06
Product_1667,Category_026,111.92,9,846,2.52
Product_1094,Category_024,408.14,13,2992,2.11
Product_0170,Category_021,531.67,14,823,8.89
Product_1706,Category_026,1809.47,5,2947,4.04
Product_1828,Category_018,188.83,3,3135,6.74
Product_0306,Category_024,201.31,12,5213,3.88
Product_0395,Category_007,503.54,7,5442,3.04
Product_0788,Category_001,381.1,5,5419,4.31
Product_2165,Category_024,207.99,10,4673,2.7
Product_0735,Category_001,630.15,4,1987,2.99
Product_1844,Category_018,256.86,11,2896,3.79
Product_0645,Category_019,380.47,8,812,1.02
Product_0544,Category_015,857.54,5,2694,4.62
Product_1715,Category_026,179.77,10,1592,4.6
Product_0237,Category_007,642.59,11,3636,8.19
Product_0817,Category_001,217.28,14,2134,2.04
Product_0579,Category_012,434.32,4,4917,10.67
Product_0330,Category_021,323.05,2,3508,6.27
Product_0260,Category_001,316.09,11,4537,3.68
Product_0736,Category_001,26.17,6,4504,4.39
Product_0752,Category_001,298.55,12,4197,5.63
Product_0404,Category_001,256.91,4,4573,19.01
Product_0102,Category_015,327.21,7,5902,2.67
Product_1710,Category_026,262.83,6,3747,2.34
Product_0703,Category_001,493.97,6,3508,2.68
Product_0666,Category_011,87.15,9,2802,2.95
Product_1850,Category_001,296.62,13,1709,4.35
Product_0798,Category_001,615.85,10,3740,3.32
Product_0339,Category_021,171.89,3,4433,6.69
Product_0669,Category_011,347.08,12,4153,4.96
Product_2038,Category_011,1052.54,2,2901,1.96
Product_1908,Category_028,416.34,7,3710,1.66
Product_0722,Category_001,510.84,13,3320,4.9
Product_1704,Category_026,237.82,4,5714,1.7
Product_0501,Category_015,131.79,3,4226,4.75
Product_0352,Category_021,197.06,9,970,5.06
Product_1061,Category_032,468.54,11,1279,6.47
Product_0766,Category_001,1509.83,14,2263,2.65
Product_0446,Category_015,149.41,13,5288,5.81
Product_0750,Category_001,180.97,6,1511,2.76
Product_0474,Category_015,301.53,2,4561,3.58
Product_0354,Category_021,131.54,4,1403,4.07
Product_2164,Category_024,286.06,10,2130,4.84
Product_2171,Category_007,428.34,10,2866,2.91
Product_0309,Category_024,334.49,10,3811,2.87
Product_0112,Category_032,232.94,8,2037,15.36
Product_1086,Category_016,115.99,12,3036,33.5
Product_1758,Category_001,591.44,4,3929,5.0
Product_0625,Category_001,207.24,12,4467,2.34
Product_0814,Category_001,353.99,4,1530,2.31
Product_1792,Category_024,206.46,2,3520,3.38
Product_0324,Category_007,164.57,4,3528,3.97
Product_0623,Category_001,221.12,11,3099,2.74
Product_1722,Category_003,244.38,3,5977,4.76
Product_0763,Category_001,99.54,4,5291,1.69
Product_1803,Category_006,124.85,3,5737,2.77
Product_2096,Category_009,383.2,2,5636,13.46
Product_0737,Category_001,572.72,13,3879,2.06
Product_1054,Category_024,267.31,3,2621,3.3
Product_1942,Category_001,152.92,12,3314,4.3
Product_1682,Category_021,274.37,11,3000,3.77
Product_1070,Category_020,474.34,5,4710,16.33
Product_2094,Category_009,207.64,12,5957,5.51
Product_0529,Category_022,668.05,9,2509,2.04
Product_1801,Category_017,246.29,14,4531,4.38
Product_0483,Category_011,295.08,5,1082,4.64
